country_code,ECONOMY,Overall_Productive_cap_index_2014,Overall_Productive_cap_index_2015,Overall_Productive_cap_index_2016,Overall_Productive_cap_index_2017,Overall_Productive_cap_index_2018,Human_capital_2014,Human_capital_2015,Human_capital_2016,Human_capital_2017,Human_capital_2018,Natural_capital_2014,Natural_capital_2015,Natural_capital_2016,Natural_capital_2017,Natural_capital_2018,Energy_2014,Energy_2015,Energy_2016,Energy_2017,Energy_2018,Transport_2014,Transport_2015,Transport_2016,Transport_2017,Transport_2018,Info_comm_2014,Info_comm_2015,Info_comm_2016,Info_comm_2017,Info_comm_2018,Institutions_2014,Institutions_2015,Institutions_2016,Institutions_2017,Institutions_2018,Private_sector_2014,Private_sector_2015,Private_sector_2016,Private_sector_2017,Private_sector_2018,Structural_Change_2014,Structural_Change_2015,Structural_Change_2016,Structural_Change_2017,Structural_Change_2018
COG,Congo,21.26966056,21.66859667,21.85675792,21.93918789,22.05880581,36.14916681,36.48512231,36.96346068,37.40605641,37.8083112,52.07110759,48.33607704,48.33593224,48.29759147,48.2592507,15.45911143,15.4587209,15.4587209,15.41144597,15.37308056,9.062294755,11.01080585,11.72029902,11.89972043,12.07906686,5.73826897,5.849475714,5.919221892,5.978337361,6.029891477,31.90425565,32.14167499,31.43256523,31.1910616,31.5600402,55.31678047,55.7191189,55.70052786,55.94465942,55.98884895,15.68484535,15.4552748,15.52484271,15.52914791,15.52906311
COD,"Congo, Dem. Rep. of the",19.69304107,19.50696233,19.59151161,19.67766206,19.84668383,30.05357532,30.89526542,31.31550805,31.8548542,32.402004,53.86203544,52.97771054,52.97776741,52.99918893,53.02057576,14.48685783,14.28789275,14.28789275,14.28951804,14.29048553,9.372120192,8.522600961,9.284334818,9.282163434,9.282163434,4.179765305,4.214984379,4.041346085,4.016360185,4.15810381,28.08902533,28.73172872,28.48862993,28.74674947,28.8659244,60.91578506,61.08833741,61.14414098,61.14514393,61.23664583,14.39106472,14.21921686,14.00938342,14.21978327,14.3713945
CRI,Costa Rica,34.33071188,35.10117494,35.08174064,35.2771238,35.47809653,56.80252018,56.75628063,56.66021748,56.98285085,57.30548422,44.78365645,44.6397756,44.6398188,44.54275194,44.44568508,28.1231691,28.06300984,28.06300984,27.96879254,27.93563815,20.87138973,20.64612024,20.55338255,20.57867987,20.60383481,12.89481673,13.54906235,14.1009869,14.67629637,15.25160584,69.84003098,69.94494937,69.21682517,69.48495646,69.45372815,81.06400295,81.17143048,81.35929383,81.52638398,81.72132087,17.70158071,20.40778165,19.80443689,19.74819759,19.77896344
CIV,C̫te d'Ivoire,23.70140557,23.42601233,24.02939967,24.23386694,24.4289194,32.27682703,32.62800473,33.30617966,33.76437227,34.24151842,54.82396785,54.80959695,54.80986789,54.84375422,54.87545803,20.64469137,21.1643741,21.1643741,21.08288971,20.96880617,9.582967611,8.057221394,8.740032296,8.711516269,8.682256126,6.58659783,7.048157583,7.501279638,7.858558209,8.253727725,40.27457224,42.06441224,42.26610105,42.16784405,42.69206073,75.56932901,75.71327844,75.76751533,75.69675268,75.64101032,14.19009984,13.24910698,13.70347578,13.9434578,13.91047638
HRV,Croatia,36.05690808,36.07688497,36.27575711,36.37467175,36.47971451,58.21251682,58.53107727,58.66732363,58.64050647,58.57758373,46.00835076,46.04128388,46.04132216,46.05538652,46.05118265,28.84231306,28.87747679,28.87747679,28.8915765,28.90564683,16.57241914,16.58750712,16.6257401,16.6588234,16.68124522,17.13419311,17.14045815,17.62732752,18.16415577,18.67002215,65.43780207,64.27922571,65.03786268,64.72095893,64.41148214,81.82106364,81.72475198,81.65376549,81.59729642,81.54071075,24.32659602,24.68944173,24.70123328,24.57893291,24.58925826
CYP,Cyprus,39.35844146,39.20258495,39.40676423,39.61068168,39.80327278,56.52470744,56.41867248,57.06550159,57.32091335,57.62284016,45.69306639,46.02305342,46.02311765,46.02355777,46.02359118,32.1836419,32.14455844,32.14455844,32.16134624,32.17022946,20.8478388,20.04799206,20.29115953,20.31544265,20.3364053,19.91969071,20.66928607,21.50289802,22.39968324,23.22731624,77.86276376,76.98118609,74.93471698,76.40722372,76.73561267,92.73753456,92.53950754,91.4218748,90.56196946,89.69811974,23.10204016,22.64142416,23.04475054,22.68415351,22.71262944
CZE,Czechia,40.49283108,40.36340347,40.60027071,40.92375306,41.27167923,68.23352424,68.59738567,67.51892564,67.3446823,67.39376777,51.29033877,51.27246788,51.27251113,51.29660986,51.25494018,33.22332602,33.28306948,33.28306948,33.30382427,33.32457907,19.75207294,19.81185262,19.91045489,19.89349695,19.87822667,18.34246769,18.42527344,19.67307071,21.04785895,22.41739936,76.05480287,76.7895017,76.51650031,76.38266624,76.75671479,80.68839728,80.70468938,80.95345365,80.95609599,80.9587121,27.96021318,26.60402977,26.40913258,26.40913264,26.40913269
DNK,Denmark,46.12971963,46.5855297,46.15725703,46.17584043,46.1218021,85.30861051,86.33929862,86.45585682,87.41722627,88.37600747,54.76489052,54.5584778,54.55851262,54.69526348,54.69317401,32.98939643,32.86777829,32.86777829,32.77999626,32.69203206,21.25554579,23.0382095,23.32316493,23.32316493,23.32316493,27.11718089,26.61670634,25.5249255,24.80562624,24.29372968,94.60060515,94.45894441,93.09271424,93.63809525,94.09285772,92.20118566,92.10354284,91.96195687,91.82037089,91.67878492,26.46243711,26.8562106,26.07454774,26.51145331,26.5114534
DJI,Djibouti,26.58785033,26.9479462,27.08777347,27.18347716,27.40505409,40.54926541,40.84747186,40.53891397,41.04386379,41.56480593,59.9160356,59.88046199,59.88046198,59.85501067,59.73734732,21.40522777,22.62945085,22.61446753,21.72299224,21.72636349,18.85215091,18.79511537,19.16503373,19.16503373,19.16503373,4.771395464,4.970974836,5.167190884,5.360356481,5.553412015,35.77335713,35.94275864,35.40014722,36.29497864,37.01015523,78.68612883,78.60637015,78.50387028,78.47911023,78.47958557,18.96512411,19.03379221,19.18591968,19.09271958,19.07829171
DMA,Dominica,33.7071148,34.29804813,33.62097528,33.97447393,34.1507571,47.32811326,47.29714042,47.28850564,47.35773896,47.42697229,43.12160149,43.17484069,43.18380504,43.2764341,43.36906316,24.22944972,24.28257302,24.2626427,24.30006042,24.41135588,25.81326818,25.74812428,24.85142254,25.68398102,25.72177967,14.36107294,16.45977822,14.90848517,15.43040617,15.85432347,68.21471544,68.35078108,68.23697987,69.00275147,69.32511204,81.50349639,81.39958151,81.18304085,81.18304085,81.18304085,16.35049194,16.37795532,16.05454407,16.0546456,16.0546456
DOM,Dominican Republic,31.71045782,31.99516259,32.1404312,32.29166063,32.4452576,45.86783227,46.43902797,46.21216121,46.68792461,46.77546384,49.17909039,49.05449394,49.05457376,48.81281756,48.63358618,29.36235471,29.466275,29.466275,29.54642157,29.63747067,19.28757588,19.27837533,18.95590389,18.95590389,18.95590389,9.648048368,10.19125956,10.60607476,10.95396,11.40561164,49.62259775,49.6699031,51.35241854,51.11760139,51.27754264,82.16139607,82.22345648,82.17079033,82.15141567,82.13082136,20.34586147,20.38919487,20.09439889,20.13624717,20.00404528
ECU,Ecuador,30.34177516,30.41516049,30.77458824,31.05293705,31.37651019,52.31961857,52.76773495,53.10626557,53.86527266,54.62573334,46.05677087,44.5914974,44.5913607,45.97285672,46.50459101,29.05225187,28.94430449,28.94430449,29.13256579,29.31465658,18.51949188,18.4620539,18.34805576,18.58280574,18.81755573,10.77959838,10.68738355,11.03140841,11.10480757,11.4771549,41.40789496,40.94093044,42.89041336,43.55515476,44.19510555,76.30315205,76.45109995,76.5856726,76.66391919,76.74216579,16.26794711,17.41182989,17.65426425,17.39319918,17.22080716
EGY,Egypt,27.91159469,28.05478598,29.14038931,29.31008375,29.39429003,45.74400166,46.44192493,46.55187703,46.95331223,47.21871435,51.78337935,50.82064921,50.82062477,51.21032671,51.4330183,29.44970673,29.46028625,29.46028625,29.46521849,29.46619158,10.36390144,10.31356382,13.71472613,13.68971192,13.67012145,8.76227496,9.027197494,9.253467056,9.531019057,9.798699294,34.22448552,34.86314769,35.80797657,35.67960842,35.04524676,80.52364227,80.55947062,80.89660853,81.18668223,81.3718105,21.0994528,21.10684848,20.29303103,20.34063507,20.3882391
SLV,El Salvador,32.27956529,32.3033808,32.29966853,32.30823092,32.42423714,46.67431571,46.89182837,47.45403589,47.14215078,47.15571354,58.00252077,58.0222025,58.02225372,58.05514353,58.08803335,27.10204879,27.36302421,27.36302421,27.60108322,27.74835533,17.8500002,17.77721564,17.78349006,17.81981171,17.80703003,9.910968389,10.12327617,10.20595214,10.30588705,10.43025563,53.31595561,51.44527927,50.13124285,49.63772448,49.99511641,81.87267711,81.93071075,81.98155707,81.96171175,81.8999316,20.80386197,20.99671083,21.07936494,21.03380441,21.13500374
GNQ,Equatorial Guinea,23.08832296,23.00101627,23.24249558,23.40758659,23.4733244,34.33689992,34.4417581,34.47743696,34.81128105,35.14185605,47.28115989,44.22727772,44.2269066,43.11595666,42.0051633,21.34376189,21.46703802,21.8685885,21.92947387,21.83017312,15.87358735,15.30396722,15.99009744,16.04448057,16.07305434,5.693583194,5.789430007,5.899070151,6.146482098,6.40502739,22.99036604,23.86685771,23.97370441,24.66096753,24.61457211,69.62564923,69.88624879,70.0700738,70.26760282,70.44517459,16.10805253,16.21069921,16.11823095,16.02320293,16.02320203
ERI,Eritrea,21.59013697,21.57102035,21.54476978,21.63859986,21.63685432,29.16376444,29.68191708,30.00577699,30.10481512,30.41770612,67.82116875,67.8281291,67.82801017,67.83453783,67.84106549,19.58390368,19.59488904,19.59488904,19.65079263,19.70669621,17.02030928,16.96822816,17.06464497,17.03709603,17.00954708,3.079335891,3.102801357,3.113145157,3.127015178,3.140815364,20.80078342,19.29278958,19.14520268,19.25972176,18.95457631,65.53064385,65.53064385,65.53064385,65.48241482,65.43418579,17.06029066,17.85216876,17.46534091,17.82650008,17.82650008
EST,Estonia,40.04716916,40.27154225,40.02248804,40.11915008,40.25814818,64.3044658,64.2345561,63.43956307,63.73438911,64.02946197,43.4158729,43.45891914,43.45887922,43.37151825,43.36422043,32.22121686,31.95972851,31.95972851,32.05461201,32.14949551,19.64802622,19.69741971,19.27186174,19.22583841,19.17369979,21.50434013,22.41433408,22.29054072,22.7488295,23.23563375,82.97728464,82.47268639,82.39979362,82.5483159,82.69683818,87.00035588,87.11317528,87.16880954,87.14072124,87.14136132,24.1111359,24.44590952,24.21360021,24.07526653,24.07526653
SWZ,Eswatini,26.584485,26.91760264,27.02389987,27.21111593,27.40262616,39.11953146,40.00204797,40.69983307,41.566465,42.44310222,56.41104891,56.48343062,56.48344334,56.35551611,56.27616711,21.1587758,21.26562634,21.26571473,21.31546647,21.38806006,13.91882091,15.02914442,14.62027925,14.60931255,14.59797446,6.424342717,6.422543561,6.669070598,6.918243137,7.110570343,41.82178031,41.69971484,41.05151984,41.17298961,41.38788054,73.84008036,73.8027683,73.82279733,73.99464608,73.99464608,19.34870176,19.30912066,19.69018008,19.55051289,19.57780239
ETH,Ethiopia,22.01817342,22.41070302,22.79996515,23.17413721,23.5341832,35.96476169,36.3834093,36.78178762,37.18086452,37.5826283,61.18216696,61.58617151,61.58673719,61.31312582,61.03951445,16.23888372,16.23241387,16.23241387,16.31377183,16.42448282,12.99603458,13.17002171,13.46310595,13.63349187,13.80291402,4.105628233,4.599999154,5.036280054,5.466824647,5.893115153,36.71554333,35.21285891,34.72225409,34.83297412,34.9172879,67.07503008,67.17598426,67.16815233,67.22504857,67.26522968,11.76496866,12.20715812,12.55867674,12.8155526,13.07242847
FJI,Fiji,30.66864914,31.19713725,31.43048537,31.52320523,31.67346584,48.76584155,48.88811314,48.79869057,48.89347685,49.00474735,43.2740286,43.16262142,43.1627276,43.10774398,43.05276036,27.21302961,27.44837427,27.44855126,27.54517782,27.54517782,20.2549492,20.40294623,20.42339359,20.41139053,20.45253651,8.455618284,8.964735123,9.085779967,9.463405487,9.841152007,52.08447743,53.67221385,54.66815642,53.99803666,53.43446029,82.43934487,82.74089775,83.48530095,83.66557926,83.84585756,18.53181092,19.07173256,19.45080847,19.246259,19.32786192
FIN,Finland,41.75462636,41.47263566,41.41319877,41.66661278,41.80936913,83.17134084,81.96686431,81.52947902,84.2979445,85.88664676,36.52667814,36.51934402,36.5193676,36.51755937,36.51662845,35.57567617,35.3303115,35.3303115,35.36414343,35.37886094,18.00963855,18.28752143,18.46765875,18.58608417,18.70330158,22.44640096,22.0265229,21.88175013,21.93746268,21.97061509,96.93738209,95.49448809,94.94021954,95.28427835,95.14693723,87.7786841,87.85616796,87.83269546,87.80922297,87.78575047,24.85236391,24.48685338,24.40756729,24.46177815,24.51598901
FRA,France,42.26026727,44.0942245,44.25676121,44.28216208,44.36223536,65.93964353,65.95269842,66.04050318,66.20804105,66.37557891,52.89463016,52.81190995,52.78469567,52.81159782,52.82247642,34.66105472,34.81933133,34.78243644,34.83872675,34.91124155,18.47192474,25.72797748,25.96538802,25.76811882,25.9236374,20.1967576,20.30552965,20.3710637,20.41495743,20.44134209,95.68833199,95.74878163,94.25029936,94.25200386,94.70484462,85.02620331,84.78210149,84.88385078,84.97201182,85.07402742,27.72377631,27.78506384,28.68417049,28.80915576,28.70387078
GAB,Gabon,26.16071044,25.57066292,25.64794469,25.89009336,26.0124845,39.99815761,39.61071597,39.82153815,40.08555593,40.58458623,43.50803996,39.66950657,39.6695392,41.19320726,41.19320726,24.06558652,24.02127205,24.02127205,24.22211304,24.23831308,12.93236157,11.82500108,12.68883485,12.6609872,12.63313955,9.228041808,9.43914213,9.217663222,9.557332162,9.896976535,42.24742446,41.09462572,40.04762908,39.48219099,39.08116167,71.86204141,71.86075016,71.44116781,71.80341974,71.80341974,14.45783069,14.69128945,14.74624425,14.71271304,14.74480822
GMB,Gambia,24.31457774,23.99981166,24.21450648,24.44667227,24.60831278,34.14219122,34.35303329,34.57284475,34.93974803,35.30345519,52.3617895,52.48685566,52.48672433,52.453499,52.45403917,17.81206696,17.85420466,17.86703105,17.91078251,17.95453397,12.46414272,10.88733539,11.70750405,11.70750405,11.70750405,6.793962544,7.215716314,7.333257342,7.554103209,7.88655889,40.28711663,38.63327852,37.4973859,37.52190647,37.39748626,79.69001281,79.71879317,79.71879317,79.71668148,79.73009261,14.11100742,14.13133461,14.20512464,14.69155863,14.69155863
GEO,Georgia,32.81563091,33.08729598,33.22717791,33.55055822,33.89389836,51.58993487,53.04910976,53.21218164,53.56581567,54.14228351,47.34327401,47.29358884,47.2935947,47.2935947,47.33361385,28.78910986,29.00725632,29.00725632,28.9746078,28.99853814,13.90919595,13.95480948,13.87285825,13.89328518,13.89489758,13.1022472,13.25699011,13.3031536,13.86377365,14.44145946,64.44100892,63.45242828,64.96712437,66.32784286,67.68856136,83.64363463,83.92868593,84.29683465,84.62743437,84.93724873,19.46935303,20.03436919,20.13734203,20.23004888,20.31467773
DEU,Germany,46.73130424,47.18835675,47.03113363,47.25350101,47.37996426,77.66647223,77.94835977,77.78783716,77.85424215,78.07231777,49.45879097,49.4546736,49.45468734,49.45759595,49.45613162,34.53290665,34.49650517,34.49650517,34.48177995,34.46705473,24.71564851,24.5946328,24.62330095,25.09318533,25.08710924,25.97598327,26.96235882,26.72597302,27.1724973,27.65141827,91.35938891,90.40246563,89.86001877,90.33767821,90.7125134,85.80666799,85.7622328,85.64142358,85.38516851,85.1290765,34.06706955,35.95959823,35.61714779,35.59838163,35.62240897
GHA,Ghana,26.75166564,25.95090238,26.01090408,26.50333017,26.89937869,37.30460275,38.07748821,37.91677098,38.45006949,38.98308113,59.53141886,58.9329482,58.93297334,58.79181733,58.65098846,22.68467476,22.93025535,22.93025535,23.32786488,23.59592394,12.7925132,8.807831911,8.728052194,9.27426037,9.686022091,7.084952804,7.790107122,8.19837018,8.61301899,9.027664868,54.74419592,55.46621408,54.50030003,54.85880644,55.21023239,75.87836568,75.93934711,75.92133298,75.81567524,75.74161572,13.82981996,13.83173089,13.81139083,13.89551091,13.89550973
GRC,Greece,37.0956929,37.54122737,37.69875019,37.78823065,37.91249749,64.85405875,66.25547245,66.34813104,67.17210596,67.96740133,52.79008018,52.72499111,52.72503979,52.65101804,52.56300469,31.11242112,31.02146167,31.02146167,31.04793985,31.04205612,17.33477133,17.25932176,17.44765071,17.25902104,17.25902104,18.66480936,19.4393416,19.82148321,20.37073783,20.8810353,60.68135462,60.03664678,58.97186165,58.62563795,58.27941424,81.08468421,80.88431367,80.63953537,80.50202843,80.38623999,21.14602967,22.34504336,22.85818748,22.81952562,22.79621528
GRD,Grenada,33.96548712,33.99820832,34.21585962,34.44435815,34.59600848,51.51797047,51.58444344,51.74400543,52.0073455,52.19325807,42.54283995,42.55295177,42.55667211,42.5611277,42.56654646,23.71507274,23.69345066,23.68608785,23.68608785,23.68608785,24.78149627,24.74588159,24.10748961,24.16914905,24.20055218,13.81774129,14.11734594,14.27006962,14.80778968,15.37445623,61.5277446,62.95014494,65.68486078,65.68486078,64.6401527,81.77025736,81.37220726,81.19056323,81.35251215,81.77382757,19.78163358,19.17973803,19.63132834,19.75994681,19.82850904
GTM,Guatemala,28.04090107,28.20786349,29.21239458,28.68451858,28.90586269,42.10518423,42.37195893,42.41294795,42.88087095,43.13756929,49.35336085,49.24934314,49.24937465,49.24937465,49.24937465,24.92478287,24.67155186,24.67155186,24.67991427,24.68827667,14.25423359,14.22406129,17.8635114,14.43198784,14.43198784,8.182097472,8.610929215,9.019537793,9.47073875,9.943902235,41.39528082,41.41416547,42.0184587,42.14228831,42.28642824,75.7206823,75.79074161,75.78862407,75.78862407,75.78862407,20.18729647,20.25104262,20.05609429,20.14375409,20.20469457
GIN,Guinea,22.52117932,23.2045892,23.2969761,23.49618316,23.65655301,32.40359168,32.80885765,33.33290809,33.88841086,34.37133557,71.90458913,72.40767742,72.40884451,72.41721201,72.45618209,15.72079061,15.90746638,15.50539164,15.58106557,15.6567395,11.23310119,11.18209985,11.21506331,11.21482846,11.21466945,4.815130789,5.273486539,5.323741556,5.660351917,5.7899737,30.37441035,34.44218747,35.00862988,34.33405572,34.75744397,75.98930226,76.07722285,76.00984502,76.00779391,76.00785934,14.47227524,14.39619598,14.59436542,14.66456172,14.66456317
GUY,Guyana,30.24027811,30.47915279,30.60205702,30.78185809,30.93808977,42.64569151,42.74104583,42.80049625,43.1181625,43.34118573,54.90310841,54.23938725,54.24012372,54.24012372,54.24012372,26.55030616,26.45458024,26.45284909,26.50354734,26.54420134,21.42529931,21.41521396,20.94946567,20.94936626,20.94926684,9.184292763,9.321525298,9.549362225,9.876668057,10.21118521,46.91558402,47.40949031,50.83164344,50.53005772,50.06619174,81.47199486,81.45659849,81.2472298,81.29040033,81.33357087,14.95706997,15.75293123,15.15908538,15.30041911,15.44178347
HTI,Haiti,22.3234643,22.40919622,22.27680123,22.34323771,22.49229492,38.65705606,38.88346527,39.08714644,37.72246985,37.90792753,59.77442353,59.77592625,59.77588161,59.83070022,59.83512894,9.696771549,9.853371738,9.853371738,9.886735134,9.893646221,19.99582523,19.78073985,19.4442564,19.37210271,19.32582854,4.978496596,5.091075566,4.90162808,5.032994172,5.164344625,28.43687394,28.01791835,28.12168849,28.63839243,28.96114196,74.12742681,74.05809145,74.06346483,74.37562007,74.68777532,13.11665439,13.28842885,13.27090991,13.40322526,13.52100464
HND,Honduras,27.54230563,27.94293137,27.88739243,27.96476096,28.04146211,43.91097004,44.23511807,44.84969208,44.94978592,45.02909068,47.25596911,47.36497802,47.3650423,47.5555958,47.7461493,19.87050315,20.03956254,20.03956254,19.88582809,19.81864892,18.57163237,18.55927888,18.53807313,18.53807313,18.53807313,7.026292901,7.599185824,7.598608957,7.731550862,7.860234375,40.31098903,41.37758158,40.38416369,40.65401476,40.79293989,79.53734886,79.54108221,79.65155298,79.62101347,79.59045083,19.19521074,19.07120716,18.96503313,18.96503313,18.96503313
HUN,Hungary,38.84970382,38.87233859,38.85834078,39.01139238,39.13379922,62.25816871,61.79327768,61.13573586,61.28659933,61.61616998,53.10827018,53.07246556,53.07252749,53.09807388,53.1046994,30.52381812,30.58266508,30.58266508,30.5369655,30.55639824,21.09739557,21.33819776,21.24268208,21.10560026,21.09621582,17.91620447,18.27586704,18.95889394,19.57977829,20.21084589,67.01205819,66.7315766,65.3363447,65.05358094,64.25325649,81.55064393,81.18525639,81.10395123,81.06674011,81.06997724,24.89138916,24.6034069,24.54791352,24.77091477,24.77091442
ISL,Iceland,45.42675837,46.06215742,46.59247092,47.27204275,47.95517718,77.8968012,78.74220402,78.49460476,78.65450059,78.81439642,49.65875637,49.65633455,49.65636444,49.6488524,49.64134036,44.99234761,44.71337235,44.71337235,44.64428562,44.57519889,25.28486135,27.31590862,30.69513752,33.57884915,36.56308239,31.08603177,31.70687129,31.04936837,31.8116663,32.56399874,88.69880232,89.45806135,88.66039046,88.50656491,88.35273937,84.72787811,84.38902227,84.22160081,84.5730115,84.87613856,17.63883545,17.72801342,17.90598865,17.88861764,17.96203317
IND,India,29.49066648,30.04735109,30.36876783,30.63108622,30.90280896,44.86413899,44.95899994,45.41997337,45.7023048,45.97664489,56.13604238,55.92010367,55.9203898,56.06881474,56.07867233,23.73437113,23.77695561,23.77695561,24.15005161,24.36259426,17.10468353,17.08829951,17.13792176,17.24505422,17.35564847,6.150432041,6.529834765,6.957105202,7.404323154,7.803465553,48.78808601,50.75372867,51.15360762,49.90319471,49.56285502,75.64924327,75.79240481,75.70064959,75.97097616,76.07758883,24.65010688,25.89488554,25.94665987,25.86995396,25.92887702
IRN,Iran (Islamic Republic of),29.23470563,29.92415583,30.23291459,30.44773131,30.69357638,51.75477441,51.85999592,51.92273362,52.06703257,52.31894163,58.3791183,58.37891201,58.37932153,58.71844105,58.71844105,31.60101484,31.60277832,31.60277832,31.66475406,31.72635881,11.04735536,11.0212682,11.04232839,11.06840865,11.13014426,12.35253537,13.14760542,13.90776848,14.71017927,15.51301832,32.66727597,34.7537767,36.55798891,35.96318134,35.82364811,77.07719544,77.46381483,77.78111435,77.95602696,78.08138172,16.26400743,17.22591904,16.68490397,16.71533536,16.73446615
IRQ,Iraq,22.35815019,22.42366213,22.58050836,22.70959119,22.92300355,38.87268714,39.5065713,39.84908076,40.22905174,40.55083776,62.22604524,59.24661263,59.24695901,59.17136807,59.1247097,22.24693472,22.25458393,22.25458393,22.2673678,22.27729071,11.4654933,11.43476959,11.86638555,11.85174871,11.83504165,6.309038252,6.519356925,6.478048202,6.834313022,7.190577842,22.99854034,22.85198771,22.32474492,22.27240071,22.65193437,54.21447288,54.14657947,54.17504041,54.29720849,54.34631624,12.86555693,13.3037109,13.83622103,13.62487125,13.62485723
IRL,Ireland,44.65503085,44.77076735,45.00319305,45.28223477,45.53921401,71.46234534,71.29525878,71.26447825,71.84577449,72.36359412,55.52503125,55.41653126,55.41654752,55.43740367,55.44101878,34.33291596,35.02078631,35.02078631,35.0812215,35.1416567,32.75008796,33.754221,34.62933667,36.23995243,37.07422551,20.64335709,20.72395656,20.89908496,21.0876495,21.29693065,89.85528819,89.41112367,87.2291692,87.11645467,87.11532689,84.85182472,83.4730485,83.23280462,83.54095479,83.84910496,22.51587137,22.34559039,23.15157026,22.74723297,22.74723297
ISR,Israel,39.67340138,39.983759,40.05870415,40.17589349,40.19933696,84.50452646,85.01947202,85.50565854,85.10933216,84.52155569,49.66607173,49.60507189,49.60508968,49.60510905,49.60512842,33.64887808,33.65023145,33.65023145,33.75428498,33.78468093,16.57220947,16.69900669,16.72027285,16.71947227,16.71864865,19.37526195,19.84910728,19.92222292,20.35749719,20.66655505,71.53630453,72.85182413,73.73259583,73.46741941,73.29875865,83.9003651,83.91971662,83.89166635,83.88900649,83.88795831,22.55104996,22.7143529,22.54792173,22.70623158,22.66061711
ITA,Italy,35.65446884,35.63663136,35.68368887,35.880959,35.99436934,67.01330985,66.77880843,66.64906552,66.72309813,66.79482769,46.35452539,46.25728497,46.26634223,46.35158673,46.39359205,28.44850158,28.56671195,28.5730712,28.59543383,28.61781272,17.06815378,17.03346857,17.04551506,17.0537876,17.06212725,15.64489668,15.89920593,16.12303788,16.37289193,16.60966035,61.7941799,60.24726773,60.52258084,60.66779877,60.59099966,77.19646043,77.26189148,77.26907237,77.46202831,77.60684725,23.20037241,23.38368095,23.21462422,23.67453678,23.84169854
JAM,Jamaica,31.49971597,31.79637269,32.30319312,32.44108249,32.62570631,47.76774609,47.76400263,47.67644764,48.10273605,48.36123461,49.52262445,49.54264162,49.54275828,49.51577724,49.48879619,25.25185086,25.20761178,25.20761178,25.26828912,25.29830336,22.46900045,22.44953777,22.46495404,22.46495404,22.46495404,9.548721913,10.19047003,10.96094214,11.41002556,11.85894797,56.02299896,57.18494588,58.99336972,57.80367371,57.87047747,77.50829192,77.88942369,77.78809131,77.74559834,77.71858265,17.41718508,17.18886621,17.62293013,17.69498008,17.69498008
JPN,Japan,43.95760189,44.09998132,45.22122387,45.14885792,45.29479564,80.48366288,79.69875295,79.18513525,79.34889967,79.56739466,37.52977915,37.51937416,37.51938134,37.49845408,37.47752683,34.16332082,34.14500002,34.14500002,34.14584609,34.14104457,22.27527599,22.30093707,22.50347758,21.78320601,21.82770357,23.11066354,23.65528881,24.23619748,24.66956563,25.16279001,86.66610036,86.17853344,86.24097898,86.24099634,86.31023871,90.17500543,90.12967928,90.16912442,90.21144757,90.25377073,33.57818122,34.19437922,40.64680339,40.64651189,40.67326688
