country_code,ECONOMY,Overall_Productive_cap_index_2014,Overall_Productive_cap_index_2015,Overall_Productive_cap_index_2016,Overall_Productive_cap_index_2017,Overall_Productive_cap_index_2018,Human_capital_2014,Human_capital_2015,Human_capital_2016,Human_capital_2017,Human_capital_2018,Natural_capital_2014,Natural_capital_2015,Natural_capital_2016,Natural_capital_2017,Natural_capital_2018,Energy_2014,Energy_2015,Energy_2016,Energy_2017,Energy_2018,Transport_2014,Transport_2015,Transport_2016,Transport_2017,Transport_2018,Info_comm_2014,Info_comm_2015,Info_comm_2016,Info_comm_2017,Info_comm_2018,Institutions_2014,Institutions_2015,Institutions_2016,Institutions_2017,Institutions_2018,Private_sector_2014,Private_sector_2015,Private_sector_2016,Private_sector_2017,Private_sector_2018,Structural_Change_2014,Structural_Change_2015,Structural_Change_2016,Structural_Change_2017,Structural_Change_2018
JOR,Jordan,30.02617347,30.48579932,30.55561541,30.831549,31.01250798,49.73875869,50.15777106,50.53462299,50.94389081,51.28251114,50.54155692,50.55965937,50.55967533,50.50580992,50.45420159,29.41655222,29.40989269,29.40989269,29.41669264,29.41984866,8.855131786,8.653163948,8.472979702,8.508352595,8.508352595,10.2200763,11.67447605,12.43741692,12.93964974,13.44188257,53.83809726,53.99685664,53.7489867,53.74866849,53.70239515,83.19033078,83.18796788,83.41693377,83.8162844,84.10900025,22.04209479,22.04466779,21.4018183,21.75060533,21.75937182
KAZ,Kazakhstan,30.19500541,30.42154712,30.5620411,30.50193968,30.47506067,47.44666401,47.6337436,47.5821968,47.5269858,47.47177479,71.03152968,69.53746824,69.53733793,69.53754879,69.53775965,33.59255841,33.57548804,33.57548804,33.58071374,33.58356923,10.2389941,10.21883962,10.25892156,10.29735314,10.33578471,15.34427433,15.375977,15.32481531,15.40308222,15.47156606,44.31850598,45.42777573,45.32171406,45.46241563,45.71759049,52.98878667,53.34484087,53.16518885,53.02187238,52.87832978,16.5427699,17.32352432,18.0860328,17.65750276,17.35940455
KEN,Kenya,25.03697743,25.31087689,25.27160831,25.48144136,25.73131895,41.71980084,42.3280953,40.41405532,41.09109412,41.71987929,56.83871895,56.96223426,56.96238614,56.97806111,56.99491985,18.37359527,18.56641711,18.56641711,18.63515047,18.70388384,12.00145324,11.96486392,11.93259799,11.93264236,11.93268672,5.543665635,5.96047196,6.276997817,6.63734173,7.021405561,42.48239535,42.19420047,42.14460457,42.01297343,42.00158152,74.26239584,74.38320985,74.41987037,74.46083826,74.54132178,16.88362554,16.81115673,16.56900639,16.44225969,16.47253223
KIR,Kiribati,27.02625934,26.96047351,27.33038489,27.63240758,27.94492018,45.81713332,45.84347448,45.92869672,46.06779064,46.21563672,48.769829,49.69225424,50.15540607,50.96510427,51.61841635,25.63041156,25.58660804,25.58997227,25.39713347,25.39745071,25.17957031,24.33593864,24.40528808,24.3415506,24.29718365,4.457746512,4.616967061,4.943211823,5.416349103,5.887822056,55.84923704,56.32439626,58.50471261,57.7335772,57.22999768,80.35036534,80.46353833,80.59165552,80.68338162,80.77510772,9.866974574,9.404606617,9.283680964,9.281696384,9.281696384
KOR,"Korea, Republic of",44.23267891,44.41512065,44.79831269,44.97888639,45.20954645,86.40753692,86.41826951,86.67067843,87.87264045,89.12843504,39.33275438,39.3237332,39.32375903,39.30363346,39.28350788,35.33455231,35.41577575,35.41577575,35.49072721,35.57018501,23.66829073,23.90964455,24.15316718,24.20580444,24.25845008,28.81053873,29.47014642,29.40276736,29.82134268,30.21477358,72.93020734,71.41780306,72.49961996,72.38378647,72.89134375,91.10529493,91.19187959,91.33737044,91.59293567,91.8485009,26.93214984,27.42026433,28.57740197,28.5573776,28.55604857
KWT,Kuwait,34.36924509,33.70601884,33.569875,33.86927791,33.98333593,49.32025784,48.04772458,48.0226453,48.20093733,48.29943718,61.96964979,58.39792773,58.39793705,60.0949525,60.36381785,38.09952719,38.09952719,38.09952719,38.16779058,38.20360348,16.44599779,16.42640942,16.42793993,16.48025163,16.4992988,14.68157148,13.33277238,12.9833011,13.23038233,13.47746356,51.33758069,50.42286028,50.54610763,50.92980099,50.92980099,81.48967086,83.04807566,82.45024836,83.1661725,83.14904405,16.55256282,16.99220216,16.98191649,16.9590716,16.95907167
KGZ,Kyrgyzstan,26.75293578,26.74048428,27.18834376,27.29658564,27.3747943,44.74949794,45.00494791,45.48173402,45.68345619,45.90994253,63.71231982,63.68987438,63.69026173,63.69065364,63.69104556,24.2002859,24.42323008,24.42323008,24.37020169,24.38725361,13.15401242,13.10585772,13.17062777,13.37496537,13.57895623,8.846545773,8.960733448,9.18337919,9.337304658,9.483839267,37.59422551,36.7462459,37.69803157,37.79544915,37.48435527,53.81017357,53.94967289,53.83851617,53.28522823,52.73194028,16.15555873,16.04019297,17.19206808,17.28272813,17.37338819
LAO,Lao People's Dem. Rep.,25.16565994,25.2645581,26.46995009,26.80298118,27.11633295,39.20316342,39.83033056,40.15464275,40.6034199,41.04418228,46.94252332,45.97664632,45.99090183,45.99927624,46.00765065,22.90588957,22.98975498,22.98975057,23.26636301,23.53513389,12.62828347,12.57376861,12.50683345,12.50683345,12.50683345,6.525624497,6.525887551,7.17092585,7.675387536,8.169464097,39.463868,38.89184271,39.70774607,39.91318972,40.091669,73.6889625,73.6889625,77.47536788,77.76160248,78.04783709,15.92441146,16.76648777,20.57413321,20.57279893,20.57279893
LVA,Latvia,37.43717426,37.63523964,37.61387812,37.80801315,37.95787843,56.45530639,56.31857936,55.54782343,55.6849056,55.76248906,43.84017747,43.85920658,43.85915931,43.9073891,43.95581748,29.85825765,30.00263649,30.00263649,30.20770844,30.41283904,20.48521739,20.49193782,20.57599309,20.57570501,20.57547528,16.80228703,17.32512578,17.58283075,18.10305902,18.48101049,73.21212173,73.1469796,73.37727239,73.60461422,73.83264528,84.92376029,84.9966112,84.92178314,84.83237919,84.74867246,24.39842366,24.60527192,24.31464118,24.30550118,24.29646251
LSO,Lesotho,28.62550273,28.78716586,28.94753433,28.87843328,29.15002532,37.23803782,37.41209198,38.04635313,38.83674498,39.62707569,84.63560416,85.12266713,85.12291671,85.12291671,85.12291671,20.1290977,20.07980411,20.08312923,20.19519467,20.30726011,15.03689942,15.55409562,15.82210561,14.59060865,14.59085582,6.680671056,6.799247086,7.075066823,7.254118453,7.539321523,50.71016521,49.85067586,48.94918834,49.34688578,49.73996026,72.60117576,72.55718609,72.52676697,72.72283314,72.91889932,19.21514754,19.28046577,19.0749351,19.0749351,19.0749351
LBR,Liberia,22.06915491,21.8237738,22.91330912,23.04344537,23.31165072,37.17666224,38.08184596,38.70166342,39.05830567,39.41178541,64.4192442,63.80527831,63.80575276,62.04234013,61.30695923,14.81762236,14.85133848,14.90264932,14.32297233,14.35279436,11.3120039,9.754633649,10.41453686,10.62405487,10.76212679,4.835754495,5.048622977,5.179105724,5.371141455,5.564355877,37.21627321,36.76954637,37.42084234,37.68267816,37.94451398,74.67712816,74.74700572,74.77938917,75.09535013,75.26132863,10.43030006,10.53495396,13.67915757,14.18511573,14.705439
LBY,Libya,24.67955066,24.88352009,24.54636861,24.33344294,24.15956306,46.9094099,47.29403538,46.97979356,47.14886789,47.22620489,61.19575587,61.19580449,61.1958062,61.02550731,60.89973492,19.48743666,19.47307839,19.47307839,19.71023891,19.7955801,16.0665198,15.79513846,15.81120442,15.79101111,15.77081779,8.601014389,9.322612869,9.319926976,9.39440781,9.468888643,16.28841869,15.04462868,13.01501012,11.28820099,10.09846626,75.54946354,76.09043653,76.00564791,76.00564791,76.00564791,14.46705723,15.47245635,16.14963821,17.02958207,17.7865376
LTU,Lithuania,37.94862356,37.8641992,37.85889547,37.89414068,38.04251996,61.25629502,60.61001841,59.91948403,59.91948403,59.91948403,49.308485,49.42139194,49.42139765,49.32454465,49.26986004,28.08742701,28.0026027,28.0026027,28.147885,28.28757274,18.63592945,18.70558598,18.64008777,18.64548173,18.64742886,17.02096031,17.12888768,17.47380746,17.86405839,18.25015244,75.46929687,77.20064631,76.68338987,76.9604959,77.38173387,84.97986703,85.01163446,85.07597364,85.12205054,85.16267863,24.92082503,23.9537019,23.95070477,23.42264383,23.42264383
LUX,Luxembourg,47.14844664,47.58984762,47.45281474,47.47725651,47.62218544,65.61390613,66.51234085,66.79886806,66.84371255,66.95984801,49.31717405,49.33724994,49.3372494,49.33726357,49.33725863,42.09124791,41.93125566,41.93125566,42.09719223,42.0237524,30.06544368,30.46261821,30.56754855,30.82968176,30.80498044,29.87177704,31.0029882,30.3153441,29.99911657,30.57497036,93.82598488,94.34744238,93.24931451,93.45114536,94.03275587,85.75872085,86.08342753,86.36270643,86.33830275,86.33830275,24.80979248,24.92751638,24.92980712,24.9189952,24.91842668
MDG,Madagascar,21.80675981,21.97833331,21.98152974,22.03497344,22.10074465,33.9214403,34.35330024,34.55337768,34.90783412,35.12349259,62.91103668,63.34604654,63.34611606,63.5863277,63.73424543,18.69547576,18.8212679,18.82079141,18.7479275,18.7479275,7.371702171,7.329266046,7.281318904,7.249418811,7.20412533,4.057848111,4.151820156,4.079012443,4.115671161,4.201838621,37.45141807,38.21803594,39.10948386,38.89861948,38.65816784,76.26662634,76.26892817,76.31530983,76.42951758,76.54555319,15.00116898,14.98670498,14.92643457,15.05640099,15.14082653
MWI,Malawi,22.25010989,23.29063516,23.43144321,23.2603449,23.43771078,39.96055784,40.5079852,40.94767221,41.66197683,42.13014044,58.61378794,58.87246833,58.87229633,58.64900371,58.73214008,16.89040166,16.64527068,16.63633057,16.72482461,16.77371909,10.5183202,13.83542195,13.4358105,11.60255175,11.48705365,3.899805053,4.203047292,4.279237761,4.455782378,4.60708232,45.53665871,45.20611978,44.47748288,44.99380331,45.34980138,69.70767834,69.75083902,69.30427225,69.66652418,69.66652418,11.66151321,11.89607127,12.78392105,12.93935959,13.12167488
MYS,Malaysia,34.74178623,34.87063778,34.60474474,34.75647607,34.93928559,55.22764276,56.09954052,56.93263801,57.40921931,58.08273557,42.61085434,42.02585986,42.025922,42.0509174,42.0759128,32.52269026,32.49401302,32.49401302,32.51538915,32.53678028,16.33536916,16.23615101,15.55661964,15.80949834,15.94017331,13.27066669,13.61402355,13.80492435,14.03035832,14.25579319,66.38725479,64.23347578,62.65997953,62.8755445,63.05871063,89.4393058,89.66562843,89.28688772,89.27109497,89.25802813,21.54364146,22.41521269,22.01284089,21.7901567,21.83635679
MDV,Maldives,33.17191202,33.40971072,33.55610359,33.85909472,34.13090063,55.15614149,55.60821391,55.89380995,56.0204182,56.25629916,50.18089488,50.18688233,50.21529512,50.21292103,50.21293024,27.93036307,27.93896365,28.04649237,28.30003826,28.50301828,28.48328732,29.48279221,28.81505639,29.00181693,29.18870571,11.8221378,12.70251156,13.44733131,14.12866347,14.80999411,49.75037947,47.45703619,46.58760467,46.58760467,46.58760467,76.67378425,76.68836494,76.74266528,76.6867781,76.61743048,14.76473832,14.60676241,14.7411405,14.82302096,14.82302096
MLI,Mali,19.59191115,20.84340433,21.01736795,21.04190855,21.11143774,30.01844724,30.09488726,30.56802502,30.97937384,31.51109237,61.41686465,61.68541406,61.68567847,61.69555643,61.70532272,16.08535432,16.29837981,15.79779972,15.95514366,16.11248377,5.11229538,8.560386027,9.573520769,9.552103574,9.540981307,6.750156065,6.731440236,6.34599607,6.154360785,6.166252224,36.66074185,37.22619655,37.38014335,37.36448707,37.35240657,69.17812239,69.39759056,69.47056877,69.39200627,69.31344378,8.363886899,7.909247858,8.101491669,8.268054814,8.268819507
MLT,Malta,41.15177879,41.26335763,41.04962892,41.37482241,41.62216295,61.6965156,62.30414925,61.76346748,62.14026218,62.51705688,51.6989399,51.69870044,51.71964437,51.71964437,51.72005621,33.23894243,33.14272087,33.14272087,33.14668272,33.12544911,22.35530172,22.23536406,21.97944064,21.98059296,21.98120571,25.72766888,26.66175686,27.28495067,28.37524069,29.4647623,79.45598193,78.89873741,78.31876122,79.5351203,79.93274665,85.9867629,85.63879303,85.44365435,85.3707825,85.4012205,19.74150483,19.65432604,18.97636796,19.03589484,19.02105524
MHL,Marshall Islands,29.08532761,28.91964917,29.65940792,30.31342738,30.71390693,50.23198339,50.13554098,49.97709335,50.03611967,50.09514598,44.20754574,44.45665064,44.60797715,45.24196243,45.8759477,27.20006967,27.26580578,27.26638874,27.43205739,27.54878436,29.52486756,25.96333291,25.98688439,28.33634607,28.81828578,5.3694949,5.656061413,6.264662272,6.88229349,7.499924709,51.37620334,50.40168658,51.92611944,52.13275009,51.9523194,80.95619169,81.06460148,81.12890921,81.24327261,81.35763601,12.85912629,13.41814559,14.36399643,13.90022473,13.69206863
MRT,Mauritania,22.31516257,22.40651591,22.98998701,23.05168468,22.98463172,34.82563334,35.01163693,35.19206431,35.51524105,35.85673516,69.74548729,69.74551816,69.74543375,69.51711922,69.28998211,21.28692752,21.28245635,21.30303118,21.42887684,21.49825766,5.250027413,5.219615681,5.847264779,5.82781113,5.493752022,5.749965186,5.903226631,6.006799877,6.135465281,6.280256784,35.90531169,35.38111669,37.52211329,37.16700801,37.27442551,73.89943734,73.91455135,73.91720961,74.01602253,74.01494543,14.84723916,15.17101764,15.32071751,15.32071751,15.32071751
MUS,Mauritius,36.60649592,36.82323294,36.39047901,37.17287172,37.38910128,50.54553338,50.48051604,50.41838139,50.79166792,51.06295905,51.02814508,50.946163,50.94624656,50.83652147,50.7270889,31.21169375,31.15068175,31.15068175,31.27591443,31.39467377,20.68931443,20.71501942,18.16733069,20.48901767,20.39584119,14.18107226,14.98565902,15.49899752,16.12925636,16.75865918,74.21808789,74.36069513,73.93347917,73.66966724,73.72916302,87.50367588,87.70280857,87.37740141,87.42655899,87.48081993,21.02152124,20.84271865,21.12995301,21.21109124,21.3022402
MEX,Mexico,31.40390921,31.77493335,31.86987644,32.04893015,32.17626434,50.30690488,50.56702645,50.88062278,51.11836371,51.33865591,51.80237481,51.19708715,51.19710685,51.34182058,51.43925123,29.4055948,29.5025498,29.5025498,29.46416915,29.44867234,12.21199526,12.30251465,12.35478994,12.34715823,12.3428613,10.5888607,11.63984815,11.9631119,12.32762305,12.70238952,50.03594581,49.63048098,48.93692913,49.12140711,49.04894517,80.77313354,80.90951357,81.21776427,81.48734296,81.71149568,23.61987316,23.66005153,23.57319091,23.62427933,23.51072435
MDA,"Moldova, Republic of",32.44173029,32.52868054,32.49448998,32.68772835,32.8708126,51.71712244,51.51307301,51.53501278,51.69068446,51.83824776,59.9226518,59.92378691,59.92390644,59.90726122,59.89022727,26.11945759,26.03664483,26.03664483,26.03935192,26.03407395,14.74567116,14.75265489,14.74924122,14.75859622,14.77796827,13.98008307,15.11148942,15.73680777,16.24381056,16.74758295,48.7614678,46.32983815,45.32603204,45.74766855,46.15025196,77.01524636,76.84892678,76.63203278,76.57065948,76.50996407,19.58009383,19.6496042,19.1754652,19.24826907,19.29639469
MNG,Mongolia,31.36268634,31.23876791,31.87045115,32.10181104,32.29440487,45.41952153,45.30472831,46.00115897,46.86550997,47.40622161,84.80323464,83.24703064,83.24643862,83.31260539,83.29254533,28.52039505,28.50959762,28.50959762,28.65107265,28.76632691,17.74633198,17.69131028,17.6931501,17.7055548,17.68207344,8.325289916,8.539470539,8.759259081,9.113857635,9.468520829,52.6437703,52.0425052,55.90379508,55.01177388,54.91066741,69.82478415,69.69430159,69.84860911,70.14541625,70.33633112,15.69029008,15.39222467,16.11048365,16.19066167,16.10796343
MAR,Morocco,30.16776137,30.11041985,30.14513995,30.33397213,30.50500787,48.74518415,49.09962324,49.89640417,50.50962117,51.12791526,57.9206092,58.00429437,58.00414502,57.96448048,57.94211266,27.83102984,27.85811737,27.85811737,27.95652844,28.05741018,10.18482987,10.17817879,10.17567869,10.19683521,10.19678197,10.38979208,10.2729835,10.19238698,10.46091176,10.74001358,49.13935035,49.66931517,49.44413443,49.4601901,49.46517189,86.16353593,85.94860134,86.01694922,86.05284509,86.05284509,19.48664171,19.07878733,19.17433406,19.29118975,19.35247073
MOZ,Mozambique,22.14339196,23.96304851,23.52356958,23.54272073,23.58938939,33.01882239,33.43011987,33.91330493,34.21790963,34.59396119,55.245242,55.89095553,55.89089635,55.92040427,55.95199981,16.75592825,16.92181453,16.92181453,17.04951786,17.17143762,7.762279052,13.21439462,12.78736516,12.75612797,12.72380658,4.986086523,5.545860181,5.389461296,5.425293038,5.545591457,42.84870609,41.25417395,36.68058972,35.77695931,34.74277054,76.43406837,76.59103201,76.56571828,76.58780612,76.63676723,14.9195072,14.85074123,15.10325586,15.25499968,15.354811
MMR,Myanmar,21.25713096,22.12428932,23.3408515,23.97962647,24.48704187,40.04077437,40.4756967,41.80592743,42.15956902,42.49763659,49.05506916,48.88068294,48.8808341,48.96924935,49.06302574,20.62797601,20.9389474,20.9389474,21.11621404,21.21700383,7.704417765,7.722554141,7.683724261,7.742067577,7.801182052,4.791854506,5.904374922,6.419235243,7.239020784,7.829765379,28.17115745,29.09664446,36.2853839,39.10775473,41.97407769,75.81409899,77.6987489,77.95222393,78.10900378,78.26565883,13.0495667,13.44238617,14.75662201,14.64882811,14.56216209
NAM,Namibia,28.45070092,28.73931605,28.98964447,29.21316808,29.47782965,43.20334218,43.49851704,43.79536397,44.28308396,44.68133811,56.97371981,56.98129021,56.98123678,56.99498728,57.00873778,20.71214572,20.78973876,20.78973876,20.94185266,20.98230694,12.24767185,12.27941995,12.2904888,12.28592344,12.28927847,7.401009446,7.901249336,8.317846446,8.812884037,9.327566625,61.22767328,62.26457635,62.97083976,61.76016169,61.71095439,76.9446011,77.64747696,77.71416869,77.71416869,77.71416869,19.71770386,19.25367607,19.21827156,19.31101718,19.40376438
NPL,Nepal,25.13860882,25.28523692,25.63181959,25.98413451,26.31936258,45.26493668,45.23689344,45.41395801,45.70490894,46.22995871,52.22064174,52.33632079,52.3360617,52.26024791,52.26016473,17.66138537,17.60134115,17.60134115,18.13969273,18.29334254,14.73250458,14.71730807,14.83235964,14.82992918,14.82747323,6.018475921,6.521326763,6.951771898,7.397169489,7.842443,39.71397311,38.10501514,39.16604629,39.26358798,39.92138204,69.67571248,69.81969141,70.63227883,70.60060074,70.56892264,15.57088022,15.70254656,15.61279421,15.77243621,15.90296178
NLD,Netherlands,47.41977099,47.76388782,48.37061372,48.08168845,48.22228121,75.06387628,75.34387937,75.2574907,75.59783846,75.96711621,53.90113411,53.79638199,53.7963986,53.85112829,53.84399922,35.21799442,35.22248747,35.22248747,35.20502503,35.1875626,25.36883859,25.06459357,26.60131122,24.86390888,24.90251247,28.89659075,29.76310423,30.02749144,30.52820828,31.03546049,93.8363632,93.10349311,93.47162458,93.25003304,93.31177413,88.46986706,88.2266416,88.37616631,88.35479148,88.36468472,29.48277597,30.96504192,31.84877824,31.86977637,31.87963476
NZL,New Zealand,42.21739303,42.45622596,42.32532474,42.54966011,42.77028171,70.89797514,71.06465809,71.31865959,71.4759386,71.76732228,48.11780206,48.02016293,48.02020041,48.06262977,48.09045546,33.14276684,33.10403449,33.10403449,33.1660005,33.16542533,20.8986524,20.88595376,20.59701592,20.5961602,20.59653175,22.77165879,23.46106372,23.25711696,23.79612615,24.33513534,97.4652518,97.52035073,97.1375493,97.18996249,97.44107899,91.00061982,91.17283395,91.24773353,91.39363611,91.53953869,21.14442156,21.44915274,21.39562192,21.6609933,21.88200015
NIC,Nicaragua,29.87246769,30.08692847,30.35632496,30.68328837,31.02651824,48.54340235,48.85049786,49.03004396,49.44575318,49.87034205,53.43870949,53.35516634,53.35528837,53.33089476,53.31675533,22.43461733,22.68004103,22.68004103,22.77060137,22.83906067,24.81464844,25.03939693,25.07077641,25.47166198,25.87254755,7.329190418,7.521069101,8.103909626,8.514031242,8.977877758,42.46693716,42.2219994,41.75347604,41.57612832,41.85063324,79.5340616,79.70649397,79.9113355,80.18833872,80.46534194,17.73763557,17.92245812,17.92860741,18.09610317,18.07824486
NER,Niger,17.93150375,18.0577776,19.93280995,19.93931791,20.07572113,24.7889761,25.0161006,25.53267234,26.01191281,26.53079852,67.68451733,67.87324824,67.87383475,67.9445588,68.01524084,14.88900202,14.83508803,14.83508803,14.86050515,14.84259768,4.475133026,4.433840963,8.847558781,8.805636776,8.763310261,3.97054116,4.051250168,4.216198543,4.384387745,4.551442047,39.71525837,40.77690164,40.28908867,40.52316163,40.56023438,57.85061731,57.90314405,58.0836969,58.23492136,58.32030638,10.48091348,10.58328473,11.10384056,10.44155787,10.44155787
NGA,Nigeria,21.56932893,21.79091224,21.7095647,21.55468758,21.65049549,32.03257136,32.29147634,32.64451456,32.78541232,33.11270752,61.48345598,60.29892076,60.29880587,59.8799819,59.4106394,20.01540156,20.06021521,20.06021521,20.17997105,20.25613743,8.857291589,7.97696532,7.86959443,7.063514163,6.88379417,5.823582553,6.131376947,6.191295991,6.455711086,6.672163134,28.90694485,32.21815719,31.73908094,31.79037216,31.79037216,74.43686798,74.41669233,74.64632944,74.53790634,74.42948324,10.70772534,11.09950178,10.82474531,10.88462075,11.14787311
MKD,North Macedonia,33.30031844,33.03526837,32.9434213,33.17524143,33.31889339,52.39347687,52.35316836,52.23758187,52.36892419,52.53276318,52.19211247,51.97797718,51.97798529,52.21696602,52.04709397,27.00021811,26.79669469,26.79669469,26.80812557,26.9139231,15.46038278,15.72880362,15.72565414,15.68440301,15.65422564,13.88739015,13.91031723,14.1589399,14.53850939,14.95809891,57.5949196,53.9217222,52.66297179,53.07848031,53.44291506,81.90604115,82.01286937,81.7300477,81.61501666,81.53804846,20.22072553,20.10484159,19.89478704,20.26210554,20.22843905
NOR,Norway,41.83113975,41.86339991,41.70050822,41.67412683,41.65416815,69.26520155,69.61812653,69.35551386,69.37143679,69.43667547,43.85491326,43.8114964,43.81392487,43.83372837,43.84309445,31.00517056,30.91482629,30.91394802,30.92144751,30.928947,21.59604439,21.57437089,21.44333499,21.43264661,21.42288362,20.40820454,20.37300048,20.26185645,20.16384251,20.05555287,93.17000112,92.54724691,91.96138651,91.81320779,91.78558832,87.78959821,87.86833371,87.86345469,87.91847708,87.97349947,27.61416569,27.99043906,27.72667599,27.73631351,27.74428539
OMN,Oman,33.68318384,33.66899141,33.95091093,34.30927394,34.60014087,45.47910582,45.84098995,46.00642601,46.17655976,46.37679718,58.24125058,54.52509766,54.52514602,57.55008296,60.22570307,36.83727452,36.83727452,36.83727452,36.83727452,36.83727452,15.58114492,15.76303488,15.75083155,15.66515996,15.59101729,12.46987169,12.56721536,12.80017264,13.08390986,13.33483116,60.66107326,59.14377542,60.24523776,60.3133855,60.10495665,84.34384815,85.33136191,85.86973988,86.62129711,87.22763954,17.082449,17.93933375,18.31582315,18.31582287,18.31582274
PAK,Pakistan,24.77803073,24.83503593,24.88969285,25.03574084,25.17285478,34.50292207,34.90169364,35.55369182,36.04271875,36.59040259,56.50966335,56.35385342,56.3539955,56.41515632,56.45983799,24.52966361,24.53832108,24.53832108,24.68840953,24.75137174,11.92923286,11.89428294,11.86676223,11.86197153,11.84356531,5.61079997,5.482790373,5.635319809,5.767502701,5.879284463,32.64464758,32.97700831,32.7847665,32.63574966,32.65602458,77.36315769,77.35291581,77.43919669,77.62066619,77.7483765,17.5744051,18.02501052,17.64486316,17.7403214,17.83577964
PLW,Palau,32.23254612,32.55140103,33.02622756,33.22497881,33.44543605,42.26072845,42.58191743,42.79353178,43.0556083,43.30715253,31.68016613,32.20992595,32.28106033,31.92047701,31.92047701,31.68156814,31.69608741,31.70943587,31.87304043,32.03664499,31.44289738,32.12105769,32.31309843,32.55517593,32.81438708,12.51889834,13.30833469,13.67870589,14.11865297,14.55566975,56.45296759,56.15446399,59.73151478,60.09695341,60.31981698,79.0243778,78.9413671,78.97192245,78.98534918,78.9725697,15.64189152,15.30151412,15.49735064,15.53755922,15.5376772
PAN,Panama,34.28558089,34.61311447,34.79371889,34.96152447,35.08314028,48.59212461,48.73254971,48.84262045,48.73001772,48.59466084,41.96034217,42.00945439,42.00946401,42.04366937,42.07787473,29.32201417,29.22319547,29.22319547,29.3104517,29.3150359,23.46617415,23.51574159,23.61606909,23.79483894,23.97360879,12.15127017,12.97434948,13.38105339,13.62414516,13.87809941,58.53151098,59.04874525,58.79377945,58.72331662,58.53469464,85.14265489,85.24368748,85.31221957,85.29328193,85.22234453,22.47462722,22.42406678,22.59916896,22.89210689,23.06878146
PNG,Papua New Guinea,24.78360224,24.88718287,25.03600379,24.90343193,24.97086374,33.74301725,34.26875643,34.14036562,34.45553723,34.46556612,46.59966559,46.60152451,46.60188106,46.06307729,45.5277112,21.5799832,21.59184259,21.59940891,21.69778282,21.77810417,17.84927604,17.9277382,17.78672854,17.76433996,17.77651568,4.436164402,4.564829586,4.718350216,4.870763926,5.022900661,43.52183548,42.19356378,42.50073976,41.88529957,41.83422667,75.57648102,75.62522524,75.99040383,75.62048537,75.55360712,16.10554845,16.34386538,16.57162497,15.67469268,15.67469268
PRY,Paraguay,28.27015586,28.59848045,28.77946192,28.95864659,29.15841283,49.04092042,49.2989925,49.51590282,49.64442083,49.76614287,54.48295854,54.64127663,54.64134206,54.76814778,54.96778816,27.03889604,27.13613301,27.13613301,27.1487107,27.19400497,11.70786552,11.66218327,11.63518881,11.63518881,11.63518881,8.77316298,9.179789557,9.346733363,9.740318528,10.14823446,43.27028042,43.75752699,45.86764519,45.72344707,46.07197803,73.69798976,73.95910107,73.85761714,73.75613321,73.65464929,17.24003319,17.66769291,17.39852033,17.53051505,17.53051505
